"20g_1: Time (s)","20g_1: Force (N)","20g_1: GateState","20g_1: Distance (m)","20g_1: Velocity (m/s)","20g_1: Acceleration (m/s²)","20g_2: Time (s)","20g_2: Force (N)","20g_2: GateState","20g_2: Distance (m)","20g_2: Velocity (m/s)","20g_2: Acceleration (m/s²)","20g_3: Time (s)","20g_3: Force (N)","20g_3: GateState","20g_3: Distance (m)","20g_3: Velocity (m/s)","20g_3: Acceleration (m/s²)","100g_1: Time (s)","100g_1: Force (N)","100g_1: GateState","100g_1: Distance (m)","100g_1: Velocity (m/s)","100g_1: Acceleration (m/s²)","100g_2: Time (s)","100g_2: Force (N)","100g_2: GateState","100g_2: Distance (m)","100g_2: Velocity (m/s)","100g_2: Acceleration (m/s²)","100g_3: Time (s)","100g_3: Force (N)","100g_3: GateState","100g_3: Distance (m)","100g_3: Velocity (m/s)","100g_3: Acceleration (m/s²)","50g_1: Time (s)","50g_1: Force (N)","50g_1: GateState","50g_1: Distance (m)","50g_1: Velocity (m/s)","50g_1: Acceleration (m/s²)","50g_2: Time (s)","50g_2: Force (N)","50g_2: GateState","50g_2: Distance (m)","50g_2: Velocity (m/s)","50g_2: Acceleration (m/s²)","50g_3: Time (s)","50g_3: Force (N)","50g_3: GateState","50g_3: Distance (m)","50g_3: Velocity (m/s)","50g_3: Acceleration (m/s²)","200g_1: Time (s)","200g_1: Force (N)","200g_1: GateState","200g_1: Distance (m)","200g_1: Velocity (m/s)","200g_1: Acceleration (m/s²)","200g_2: Time (s)","200g_2: Force (N)","200g_2: GateState","200g_2: Distance (m)","200g_2: Velocity (m/s)","200g_2: Acceleration (m/s²)","200g_3: Time (s)","200g_3: Force (N)","200g_3: GateState","200g_3: Distance (m)","200g_3: Velocity (m/s)","200g_3: Acceleration (m/s²)","40g_1: Time (s)","40g_1: Force (N)","40g_1: GateState","40g_1: Distance (m)","40g_1: Velocity (m/s)","40g_1: Acceleration (m/s²)","40g_2: Time (s)","40g_2: Force (N)","40g_2: GateState","40g_2: Distance (m)","40g_2: Velocity (m/s)","40g_2: Acceleration (m/s²)","40g_3: Time (s)","40g_3: Force (N)","40g_3: GateState","40g_3: Distance (m)","40g_3: Velocity (m/s)","40g_3: Acceleration (m/s²)"
1.2,0.0589958847559,,,,,1.39617,,0,,,,1.444384,,1,0.25,1.26443952591,0.711161334277,1.14,0.732499240257,,,,,1.14,-0.0166297124815,,,,,1.14,0.442667108437,,,,,1.175725,,1,0.6,,,1.14,0.184906564973,,,,,1.14,0.184906564973,,,,,1.14,0.235191647953,,,,,1.14,0.845739663346,,,,,1.14,0.789119451802,,,,,1.515615,,0,,,,1.2,0.0966107106069,,,,,1.14,0.121951224864,,,,
1.200145,,0,,,,1.4,0.0336553704983,,,,,1.46,0.0653310133202,,,,,1.16,0.707158726,,,,,1.16,0.228856519389,,,,,1.16,0.41138741115,,,,,1.18,0.178571436409,,,,,1.16,0.178571436409,,,,,1.16,0.184906564973,,,,,1.16,0.159566050716,,,,,1.16,0.732499240257,,,,,1.16,0.896024746326,,,,,1.52,0.0966107106069,,,,,1.202038,,0,,,,1.16,0.1156160963,,,,
1.219512,,1,0.6,,,1.42,0.0336553704983,,,,,1.4631,,0,,,,1.18,0.719828983129,,,,,1.18,0.487013008387,,,,,1.18,0.36110232817,,,,,1.184619,,0,,,,1.18,0.172236307844,,,,,1.18,0.191241693537,,,,,1.18,0.518292705674,,,,,1.18,0.977589526592,,,,,1.18,0.908695003454,,,,,1.532236,,1,0.2,1.61329649256,2.79976333033,1.215222,,1,0.6,,,1.18,0.0966107106069,,,,
1.22,0.0653310133202,,,,,1.439148,,1,0.35,0.618370000901,0.458534676317,1.48,0.0589958847559,,,,,1.2,0.713493854564,,,,,1.2,0.499287319981,,,,,1.2,0.379711768328,,,,,1.2,0.184906564973,,,,,1.2,0.184906564973,,,,,1.2,0.272806473804,,,,,1.2,1.27336084144,,,,,1.2,1.05321512383,,,,,1.2,0.826734277653,,,,,1.54,0.102945839171,,,,,1.22,0.0966107106069,,,,,1.2,0.109280967736,,,,
1.236348,,0,,,,1.44,0.0336553704983,,,,,1.483497,,1,0.3,1.29684050682,0.945626992638,1.22,0.694488468871,,,,,1.22,0.335761813913,,,,,1.22,0.342096942477,,,,,1.22,0.16590117928,,,,,1.22,0.184906564973,,,,,1.22,0.247861905082,,,,,1.22,2.5637473409,,,,,1.22,0.927304443612,,,,,1.22,0.789119451802,,,,,1.546784,,0,,,,1.226585,,0,,,,1.22,0.121951224864,,,,
1.24,0.0589958847559,,,,,1.46,0.0273202419339,,,,,1.5,0.0776053249137,,,,,1.24,0.713493854564,,,,,1.24,0.247861905082,,,,,1.24,0.354767199606,,,,,1.24,0.184906564973,,,,,1.24,0.146895793587,,,,,1.24,0.31081724519,,,,,1.24,2.01615466562,,,,,1.24,0.896024746326,,,,,1.24,0.839404534781,,,,,1.56,0.109280967736,,,,,1.24,0.102945839171,,,,,1.24,0.191241693537,,,,
1.26,0.0653310133202,,,,,1.477261,,0,,,,1.501647,,0,,,,1.26,0.694488468871,,,,,1.26,0.153230922151,,,,,1.26,0.36110232817,,,,,1.26,0.247861905082,,,,,1.26,0.16590117928,,,,,1.26,0.26647134524,,,,,1.26,0.530962962803,,,,,1.26,0.965315214999,,,,,1.26,0.789119451802,,,,,1.562437,,1,0.25,1.68950211059,2.2467992355,1.26,0.0902755820425,,,,,1.26,0.178571436409,,,,
1.28,0.0653310133202,,,,,1.48,0.0399904990627,,,,,1.52,0.0653310133202,,,,,1.28,0.694488468871,,,,,1.28,0.191241693537,,,,,1.28,0.36110232817,,,,,1.28,0.291811859497,,,,,1.28,0.159566050716,,,,,1.28,0.228856519389,,,,,1.28,0.254197033646,,,,,1.28,0.983924655156,,,,,1.28,0.770114066108,,,,,1.576437,,0,,,,1.28,0.0902755820425,,,,,1.28,0.134621481993,,,,
1.3,0.0653310133202,,,,,1.5,0.0336553704983,,,,,1.521525,,1,0.35,1.34094187528,1.37378861965,1.3,0.681818211742,,,,,1.3,0.405052282586,,,,,1.3,0.398717154021,,,,,1.3,0.235191647953,,,,,1.3,0.109280967736,,,,,1.3,0.222521390824,,,,,1.3,0.51195757711,,,,,1.3,0.877019360632,,,,,1.3,0.713493854564,,,,,1.58,0.1156160963,,,,,1.3,0.109280967736,,,,,1.3,0.134621481993,,,,
1.32,0.0589958847559,,,,,1.517717,,1,0.4,0.643895673391,0.191229797965,1.539208,,0,,,,1.32,0.65687364302,,,,,1.32,0.430392796843,,,,,1.32,0.417722539714,,,,,1.32,0.241526776517,,,,,1.32,0.172236307844,,,,,1.32,0.16590117928,,,,,1.32,0.95264495787,,,,,1.32,0.858013974939,,,,,1.32,0.707158726,,,,,1.591471,,1,0.3,1.75784726153,2.46113979787,1.32,0.0776053249137,,,,,1.32,0.0839404534781,,,,
1.34,0.0653310133202,,,,,1.52,0.0273202419339,,,,,1.54,0.0589958847559,,,,,1.34,0.681818211742,,,,,1.34,0.36110232817,,,,,1.34,0.348432071041,,,,,1.34,0.291811859497,,,,,1.34,0.31081724519,,,,,1.34,0.128286353429,,,,,1.34,1.36165669581,,,,,1.34,0.877019360632,,,,,1.34,0.726164111693,,,,,1.6,0.102945839171,,,,,1.34,0.0902755820425,,,,,1.34,0.0336553704983,,,,
1.36,0.0589958847559,,,,,1.54,0.0336553704983,,,,,1.558126,,1,0.4,1.38048028276,0.786721064871,1.36,0.713493854564,,,,,1.36,0.386046896892,,,,,1.36,0.342096942477,,,,,1.36,0.222521390824,,,,,1.36,0.109280967736,,,,,1.36,0.209851133695,,,,,1.36,0.95264495787,,,,,1.36,0.85207479191,,,,,1.36,0.845739663346,,,,,1.604837,,0,,,,1.36,0.102945839171,,,,,1.36,0.0839404534781,,,,
1.38,0.0589958847559,,,,,1.554116,,0,,,,1.56,0.0716661418846,,,,,1.38,0.719828983129,,,,,1.38,0.424057668279,,,,,1.38,0.373772585299,,,,,1.38,0.16590117928,,,,,1.38,0.625198000198,,,,,1.38,0.272806473804,,,,,1.38,0.574912917218,,,,,1.38,0.90235987489,,,,,1.38,0.920969315048,,,,,1.61937,,1,0.35,1.82538473292,2.38042953337,1.38,0.0839404534781,,,,,1.38,0.102945839171,,,,
1.4,0.0653310133202,,,,,1.56,0.0399904990627,,,,,1.574981,,0,,,,1.4,0.75744380898,,,,,1.4,0.405052282586,,,,,1.4,0.367437456734,,,,,1.4,0.153230922151,,,,,1.4,0.468007622694,,,,,1.4,0.241526776517,,,,,1.4,0.593918302911,,,,,1.4,0.833069406217,,,,,1.4,0.896024746326,,,,,1.62,0.0902755820425,,,,,1.4,0.0776053249137,,,,,1.4,0.121951224864,,,,
1.42,0.0463256276271,,,,,1.58,0.0209851133695,,,,,1.58,0.0716661418846,,,,,1.42,0.782784323237,,,,,1.42,0.405052282586,,,,,1.42,0.46167249413,,,,,1.42,0.228856519389,,,,,1.42,0.128286353429,,,,,1.42,0.209851133695,,,,,1.42,0.933639572177,,,,,1.42,0.883354489197,,,,,1.42,0.864349103504,,,,,1.632334,,0,,,,1.42,0.0776053249137,,,,,1.42,0.0902755820425,,,,
1.44,0.0589958847559,,,,,1.594494,,1,0.45,0.665950359583,0.38328304291,1.593979,,1,0.45,1.40451453314,0.553989635971,1.44,0.776449194673,,,,,1.44,0.41138741115,,,,,1.44,0.51195757711,,,,,1.44,0.191241693537,,,,,1.44,0.241526776517,,,,,1.44,0.21618626226,,,,,1.44,1.1225055925,,,,,1.44,0.914634186483,,,,,1.44,0.889689617761,,,,,1.64,0.102945839171,,,,,1.44,0.102945839171,,,,,1.44,0.0839404534781,,,,
1.46,0.0653310133202,,,,,1.6,0.0336553704983,,,,,1.6,0.0653310133202,,,,,1.46,0.770114066108,,,,,1.46,0.386046896892,,,,,1.46,0.518292705674,,,,,1.46,0.159566050716,,,,,1.46,0.468007622694,,,,,1.46,0.209851133695,,,,,1.46,0.933639572177,,,,,1.46,0.914634186483,,,,,1.46,0.914634186483,,,,,1.646289,,1,0.4,1.87820808703,1.54418535653,1.46,0.128286353429,,,,,1.46,0.0966107106069,,,,
1.48,0.0653310133202,,,,,1.62,0.0273202419339,,,,,1.610829,,0,,,,1.48,0.732499240257,,,,,1.48,0.379711768328,,,,,1.48,0.487013008387,,,,,1.48,0.191241693537,,,,,1.48,0.329426685348,,,,,1.48,0.197180876567,,,,,1.48,0.738438423286,,,,,1.48,0.946309829305,,,,,1.48,0.965315214999,,,,,1.658786,,0,,,,1.48,0.0839404534781,,,,,1.48,0.0653310133202,,,,
1.5,0.0399904990627,,,,,1.629848,,0,,,,1.62,0.0776053249137,,,,,1.5,0.738438423286,,,,,1.5,0.398717154021,,,,,1.5,0.480677879823,,,,,1.5,0.203516005131,,,,,1.5,0.172236307844,,,,,1.5,0.209851133695,,,,,1.5,0.814064020524,,,,,1.5,0.920969315048,,,,,1.5,0.939974700741,,,,,1.66,0.0966107106069,,,,,1.5,0.0463256276271,,,,,1.5,0.0839404534781,,,,
1.52,0.0589958847559,,,,,1.64,0.0273202419339,,,,,1.629332,,1,0.5,1.43449111268,1.14185397266,1.52,0.751108680415,,,,,1.52,0.392382025457,,,,,1.52,0.487013008387,,,,,1.52,0.184906564973,,,,,1.52,0.178571436409,,,,,1.52,0.191241693537,,,,,1.52,0.90235987489,,,,,1.52,0.927304443612,,,,,1.52,0.826734277653,,,,,1.672625,,1,0.45,1.93191527204,2.53442832854,1.52,0.1156160963,,,,,1.52,0.0966107106069,,,,
1.54,0.0589958847559,,,,,1.66,0.0273202419339,,,,,1.64,0.0776053249137,,,,,1.54,0.738438423286,,,,,1.54,0.398717154021,,,,,1.54,0.430392796843,,,,,1.54,0.197180876567,,,,,1.54,0.272806473804,,,,,1.54,0.197180876567,,,,,1.54,0.770114066108,,,,,1.54,0.920969315048,,,,,1.54,0.814064020524,,,,,1.68,0.109280967736,,,,,1.54,0.663208771584,,,,,1.54,0.0716661418846,,,,
1.56,0.109280967736,,,,,1.668019,,1,0.5,0.694153360035,0.38388459944,1.645755,,0,,,,1.56,0.719828983129,,,,,1.56,0.424057668279,,,,,1.56,0.392382025457,,,,,1.56,0.222521390824,,,,,1.56,0.260136216675,,,,,1.56,0.209851133695,,,,,1.56,0.719828983129,,,,,1.56,0.920969315048,,,,,1.56,0.801393763395,,,,,1.684691,,0,,,,1.56,0.279141602368,,,,,1.56,0.0589958847559,,,,
1.58,0.0902755820425,,,,,1.68,0.0336553704983,,,,,1.66,0.0776053249137,,,,,1.58,0.719828983129,,,,,1.58,0.442667108437,,,,,1.58,0.386046896892,,,,,1.58,0.197180876567,,,,,1.58,0.26647134524,,,,,1.58,0.178571436409,,,,,1.58,0.751108680415,,,,,1.58,0.965315214999,,,,,1.58,0.85207479191,,,,,1.698081,,1,0.5,1.99358997815,2.31116454674,1.58,-0.00395945535274,,,,,1.58,0.0776053249137,,,,
1.6,0.0399904990627,,,,,1.7,0.0209851133695,,,,,1.663717,,1,0.55,1.47312360732,1.10520111726,1.6,0.738438423286,,,,,1.6,0.436331979872,,,,,1.6,0.367437456734,,,,,1.6,0.191241693537,,,,,1.6,0.241526776517,,,,,1.6,0.16590117928,,,,,1.6,0.807728891959,,,,,1.6,0.90235987489,,,,,1.6,0.870684232068,,,,,1.7,0.0966107106069,,,,,1.6,-0.0229648410459,,,,,1.6,0.0653310133202,,,,
1.62,0.0716661418846,,,,,1.701513,,0,,,,1.679651,,0,,,,1.62,0.719828983129,,,,,1.62,0.430392796843,,,,,1.62,0.367437456734,,,,,1.62,0.197180876567,,,,,1.62,0.241526776517,,,,,1.62,0.172236307844,,,,,1.62,0.845739663346,,,,,1.62,0.896024746326,,,,,1.62,0.883354489197,,,,,1.709714,,0,,,,1.62,0.0902755820425,,,,,1.62,0.0716661418846,,,,
1.64,0.0653310133202,,,,,1.72,0.0273202419339,,,,,1.68,0.0653310133202,,,,,1.64,0.744773551851,,,,,1.64,0.46167249413,,,,,1.64,0.36110232817,,,,,1.64,0.21618626226,,,,,1.64,0.235191647953,,,,,1.64,0.146895793587,,,,,1.64,0.814064020524,,,,,1.64,0.870684232068,,,,,1.64,0.833069406217,,,,,1.72,0.0966107106069,,,,,1.64,0.26647134524,,,,,1.64,0.0653310133202,,,,
1.66,0.0336553704983,,,,,1.738669,,1,0.55,0.714155041514,0.18233426763,1.697237,,1,0.6,,,1.66,0.763778937544,,,,,1.66,0.442667108437,,,,,1.66,0.342096942477,,,,,1.66,0.247861905082,,,,,1.66,0.21618626226,,,,,1.66,0.16590117928,,,,,1.66,0.833069406217,,,,,1.66,0.839404534781,,,,,1.66,0.826734277653,,,,,1.722807,,1,0.55,2.05231119781,2.43859033903,1.66,0.222521390824,,,,,1.66,0.0839404534781,,,,
1.68,0.0653310133202,,,,,1.74,0.0336553704983,,,,,1.7,0.0716661418846,,,,,1.68,0.782784323237,,,,,1.68,0.436331979872,,,,,1.68,0.36110232817,,,,,1.68,0.260136216675,,,,,1.68,0.279141602368,,,,,1.68,0.159566050716,,,,,1.68,0.927304443612,,,,,1.68,0.814064020524,,,,,1.68,0.839404534781,,,,,1.734112,,0,,,,1.68,0.0776053249137,,,,,1.68,0.0902755820425,,,,
1.7,0.0839404534781,,,,,1.76,0.0273202419339,,,,,1.712622,,0,,,,1.7,0.782784323237,,,,,1.7,0.430392796843,,,,,1.7,0.335761813913,,,,,1.7,0.254197033646,,,,,1.7,0.209851133695,,,,,1.7,0.159566050716,,,,,1.7,0.914634186483,,,,,1.7,0.820399149088,,,,,1.7,0.839404534781,,,,,1.74,0.0902755820425,,,,,1.7,0.0463256276271,,,,,1.7,0.0839404534781,,,,
1.72,0.0776053249137,,,,,1.771631,,0,,,,1.72,0.0526607561915,,,,,1.72,0.744773551851,,,,,1.72,0.430392796843,,,,,1.72,0.323091556784,,,,,1.72,0.241526776517,,,,,1.72,0.184906564973,,,,,1.72,0.159566050716,,,,,1.72,0.845739663346,,,,,1.72,0.833069406217,,,,,1.72,0.845739663346,,,,,1.746827,,1,0.6,,,1.72,0.0902755820425,,,,,1.72,0.109280967736,,,,
1.74,0.0902755820425,,,,,1.78,0.0399904990627,,,,,1.74,0.0653310133202,,,,,1.74,0.700823597435,,,,,1.74,0.417722539714,,,,,1.74,0.329426685348,,,,,1.74,0.228856519389,,,,,1.74,0.21618626226,,,,,1.74,0.16590117928,,,,,1.74,0.920969315048,,,,,1.74,0.839404534781,,,,,1.74,0.845739663346,,,,,1.757807,,0,,,,1.74,0.0653310133202,,,,,1.74,0.109280967736,,,,
1.76,0.0776053249137,,,,,1.8,0.0273202419339,,,,,1.76,0.0653310133202,,,,,1.76,0.650538514456,,,,,1.76,0.424057668279,,,,,1.76,0.279141602368,,,,,1.76,0.197180876567,,,,,1.76,0.209851133695,,,,,1.76,0.153230922151,,,,,1.76,0.939974700741,,,,,1.76,0.833069406217,,,,,1.76,0.839404534781,,,,,1.76,0.0966107106069,,,,,1.76,-0.00395945535274,,,,,1.76,0.109280967736,,,,
1.78,0.0653310133202,,,,,1.808067,,1,0.6,,,1.78,0.0653310133202,,,,,1.78,0.650538514456,,,,,1.78,0.442667108437,,,,,1.78,0.298146988061,,,,,1.78,0.222521390824,,,,,1.78,0.209851133695,,,,,1.78,0.159566050716,,,,,1.78,0.908695003454,,,,,1.78,0.820399149088,,,,,1.78,0.85207479191,,,,,1.78,0.0966107106069,,,,,1.78,-0.0356350981747,,,,,1.78,0.109280967736,,,,
1.8,0.109280967736,,,,,1.82,0.0209851133695,,,,,1.8,0.0716661418846,,,,,1.8,0.669543900149,,,,,1.8,0.424057668279,,,,,1.8,0.285476730933,,,,,1.8,0.209851133695,,,,,1.8,0.21618626226,,,,,1.8,0.184906564973,,,,,1.8,0.933639572177,,,,,1.8,0.826734277653,,,,,1.8,0.85207479191,,,,,1.8,0.109280967736,,,,,1.8,-0.0479094097682,,,,,1.8,0.109280967736,,,,
1.82,0.0966107106069,,,,,1.839712,,0,,,,1.82,0.0526607561915,,,,,1.82,0.637868257327,,,,,1.82,0.430392796843,,,,,1.82,0.272806473804,,,,,1.82,0.184906564973,,,,,1.82,0.209851133695,,,,,1.82,0.191241693537,,,,,1.82,0.920969315048,,,,,1.82,0.814064020524,,,,,1.82,0.845739663346,,,,,1.82,0.0966107106069,,,,,1.82,-0.0479094097682,,,,,1.82,0.109280967736,,,,
1.84,0.0839404534781,,,,,1.84,0.0399904990627,,,,,1.84,0.0776053249137,,,,,1.84,0.637868257327,,,,,1.84,0.430392796843,,,,,1.84,0.260136216675,,,,,1.84,0.134621481993,,,,,1.84,0.209851133695,,,,,1.84,0.209851133695,,,,,1.84,0.870684232068,,,,,1.84,0.820399149088,,,,,1.84,0.845739663346,,,,,1.84,0.0966107106069,,,,,1.84,-0.0419702267391,,,,,1.84,0.121951224864,,,,
1.86,0.0839404534781,,,,,1.86,0.0336553704983,,,,,1.86,0.0589958847559,,,,,1.86,0.644203385891,,,,,1.86,0.417722539714,,,,,1.86,0.279141602368,,,,,1.86,0.128286353429,,,,,1.86,0.21618626226,,,,,1.86,0.222521390824,,,,,1.86,0.927304443612,,,,,1.86,0.858013974939,,,,,1.86,0.833069406217,,,,,1.86,0.0966107106069,,,,,1.86,0.0336553704983,,,,,1.86,0.121951224864,,,,
1.88,0.0966107106069,,,,,1.88,0.0273202419339,,,,,1.88,0.0653310133202,,,,,1.88,0.669543900149,,,,,1.88,0.405052282586,,,,,1.88,0.392382025457,,,,,1.88,0.159566050716,,,,,1.88,0.203516005131,,,,,1.88,0.235191647953,,,,,1.88,0.920969315048,,,,,1.88,0.839404534781,,,,,1.88,0.839404534781,,,,,1.88,0.146895793587,,,,,1.88,0.0653310133202,,,,,1.88,0.1156160963,,,,
1.9,0.0776053249137,,,,,1.9,0.0399904990627,,,,,1.9,0.0653310133202,,,,,1.9,0.650538514456,,,,,1.9,0.398717154021,,,,,1.9,0.637868257327,,,,,1.9,0.128286353429,,,,,1.9,0.191241693537,,,,,1.9,0.222521390824,,,,,1.9,0.946309829305,,,,,1.9,0.820399149088,,,,,1.9,0.833069406217,,,,,1.9,0.203516005131,,,,,1.9,0.0150459303404,,,,,1.9,0.128286353429,,,,
1.92,0.0839404534781,,,,,1.92,0.0150459303404,,,,,1.92,0.0526607561915,,,,,1.92,0.650538514456,,,,,1.92,0.417722539714,,,,,1.92,0.713493854564,,,,,1.92,0.1156160963,,,,,1.92,0.21618626226,,,,,1.92,0.209851133695,,,,,1.92,0.958980086434,,,,,1.92,0.833069406217,,,,,1.92,0.807728891959,,,,,1.92,0.134621481993,,,,,1.92,0.0150459303404,,,,,1.92,0.121951224864,,,,
1.94,0.0966107106069,,,,,1.94,0.0273202419339,,,,,1.94,0.0653310133202,,,,,1.94,0.663208771584,,,,,1.94,0.41138741115,,,,,1.94,0.587583174347,,,,,1.94,0.121951224864,,,,,1.94,0.209851133695,,,,,1.94,0.197180876567,,,,,1.94,0.933639572177,,,,,1.94,0.833069406217,,,,,1.94,0.776449194673,,,,,1.94,0.102945839171,,,,,1.94,0.0336553704983,,,,,1.94,0.121951224864,,,,
1.96,0.0776053249137,,,,,1.96,0.0336553704983,,,,,1.96,0.0463256276271,,,,,1.96,0.681818211742,,,,,1.96,0.424057668279,,,,,1.96,0.442667108437,,,,,1.96,0.153230922151,,,,,1.96,0.197180876567,,,,,1.96,0.184906564973,,,,,1.96,0.90235987489,,,,,1.96,0.795058634831,,,,,1.96,0.795058634831,,,,,1.96,0.128286353429,,,,,1.96,0.0150459303404,,,,,1.96,0.1156160963,,,,
1.98,0.0716661418846,,,,,1.98,0.0399904990627,,,,,1.98,0.0399904990627,,,,,1.98,0.707158726,,,,,1.98,0.424057668279,,,,,1.98,0.367437456734,,,,,1.98,0.16590117928,,,,,1.98,0.21618626226,,,,,1.98,0.197180876567,,,,,1.98,0.990259783721,,,,,1.98,0.814064020524,,,,,1.98,0.833069406217,,,,,1.98,0.0526607561915,,,,,1.98,0.0150459303404,,,,,1.98,0.1156160963,,,,
2,0.0776053249137,,,,,2,0.0336553704983,,,,,2,0.0150459303404,,,,,2,0.726164111693,,,,,2,0.41138741115,,,,,2,0.367437456734,,,,,2,0.197180876567,,,,,2,0.197180876567,,,,,2,0.209851133695,,,,,2,1.05321512383,,,,,2,0.826734277653,,,,,2,0.801393763395,,,,,2,0.0589958847559,,,,,2,0.0336553704983,,,,,2,0.1156160963,,,,
2.02,0.0776053249137,,,,,2.02,0.0399904990627,,,,,2.02,0.0463256276271,,,,,2.02,0.744773551851,,,,,2.02,0.424057668279,,,,,2.02,0.424057668279,,,,,2.02,0.241526776517,,,,,2.02,0.197180876567,,,,,2.02,0.203516005131,,,,,2.02,1.07222050952,,,,,2.02,0.814064020524,,,,,2.02,0.770114066108,,,,,2.02,0.0273202419339,,,,,2.02,0.0273202419339,,,,,2.02,0.1156160963,,,,
2.04,0.0776053249137,,,,,2.04,0.0336553704983,,,,,2.04,0.0589958847559,,,,,2.04,0.770114066108,,,,,2.04,0.417722539714,,,,,2.04,0.430392796843,,,,,2.04,0.26647134524,,,,,2.04,0.197180876567,,,,,2.04,0.21618626226,,,,,2.04,1.2044663183,,,,,2.04,0.820399149088,,,,,2.04,0.738438423286,,,,,2.04,0.109280967736,,,,,2.04,0.0399904990627,,,,,2.04,0.1156160963,,,,
