"10_1: Time (s)","10_1: Force (N)","10_1: GateState","10_1: Distance (m)","10_1: Velocity (m/s)","10_1: Acceleration (m/s²)","10_2: Time (s)","10_2: Force (N)","10_2: GateState","10_2: Distance (m)","10_2: Velocity (m/s)","10_2: Acceleration (m/s²)","10_3: Time (s)","10_3: Force (N)","10_3: GateState","10_3: Distance (m)","10_3: Velocity (m/s)","10_3: Acceleration (m/s²)","20_1: Time (s)","20_1: Force (N)","20_1: GateState","20_1: Distance (m)","20_1: Velocity (m/s)","20_1: Acceleration (m/s²)","20_2: Time (s)","20_2: Force (N)","20_2: GateState","20_2: Distance (m)","20_2: Velocity (m/s)","20_2: Acceleration (m/s²)","20_3: Time (s)","20_3: Force (N)","20_3: GateState","20_3: Distance (m)","20_3: Velocity (m/s)","20_3: Acceleration (m/s²)","30_1: Time (s)","30_1: Force (N)","30_1: GateState","30_1: Distance (m)","30_1: Velocity (m/s)","30_1: Acceleration (m/s²)","30_2: Time (s)","30_2: Force (N)","30_2: GateState","30_2: Distance (m)","30_2: Velocity (m/s)","30_2: Acceleration (m/s²)","30_3: Time (s)","30_3: Force (N)","30_3: GateState","30_3: Distance (m)","30_3: Velocity (m/s)","30_3: Acceleration (m/s²)","40_1: Time (s)","40_1: Force (N)","40_1: GateState","40_1: Distance (m)","40_1: Velocity (m/s)","40_1: Acceleration (m/s²)","40_2: Time (s)","40_2: Force (N)","40_2: GateState","40_2: Distance (m)","40_2: Velocity (m/s)","40_2: Acceleration (m/s²)","40_3: Time (s)","40_3: Force (N)","40_3: GateState","40_3: Distance (m)","40_3: Velocity (m/s)","40_3: Acceleration (m/s²)","50_1: Time (s)","50_1: Force (N)","50_1: GateState","50_1: Distance (m)","50_1: Velocity (m/s)","50_1: Acceleration (m/s²)","50_2: Time (s)","50_2: Force (N)","50_2: GateState","50_2: Distance (m)","50_2: Velocity (m/s)","50_2: Acceleration (m/s²)","50_3: Time (s)","50_3: Force (N)","50_3: GateState","50_3: Distance (m)","50_3: Velocity (m/s)","50_3: Acceleration (m/s²)"
1.42,0.0949525207398,,,,,1.358245,,0,,,,1.46,0.101615855529,,,,,1.2,0.181159414569,,,,,1.1,0.187822749358,,,,,1.234781,,0,,,,1.1,0.346493409015,,,,,1.1,0.339830074226,,,,,1.1,0.266949849974,,,,,1.1,0.346493409015,,,,,1.1,0.300266523918,,,,,1.1,0.286939854341,,,,,1.1,0.578044292924,,,,,1.1,0.446026972422,,,,,1.1,0.167832744992,,,,
1.424733,,1,0.05,0.134709463831,0.0801552173206,1.36,0.088289185951,,,,,1.48,0.088289185951,,,,,1.200848,,0,,,,1.12,0.187822749358,,,,,1.24,0.181159414569,,,,,1.12,0.353156743804,,,,,1.12,0.37314674817,,,,,1.12,0.273613184763,,,,,1.12,0.333166739438,,,,,1.12,0.353156743804,,,,,1.12,0.254039638821,,,,,1.12,0.638014306023,,,,,1.12,0.498917192308,,,,,1.12,0.392720294112,,,,
1.44,0.088289185951,,,,,1.38,0.088289185951,,,,,1.495349,,1,0.04,0.144366044571,0.115602434977,1.219728,,1,0.11,0.282149306826,0.258861743253,1.14,0.187822749358,,,,,1.253593,,1,0.1,0.282329489445,0.227064401455,1.14,0.346493409015,,,,,1.14,0.412710298478,,,,,1.14,0.306929858707,,,,,1.14,0.333166739438,,,,,1.14,0.37314674817,,,,,1.14,0.134516071048,,,,,1.14,0.432700302845,,,,,1.14,0.379810082959,,,,,1.14,0.432700302845,,,,
1.45988,,0,,,,1.393699,,1,0.07,0.150475516008,0.108783131121,1.5,0.0816258511622,,,,,1.22,0.187822749358,,,,,1.16,0.2073962953,,,,,1.26,0.187822749358,,,,,1.16,0.260286515186,,,,,1.16,0.379810082959,,,,,1.16,0.366483413382,,,,,1.16,0.286939854341,,,,,1.16,0.293603189129,,,,,1.16,0.068715640009,,,,,1.16,0.392720294112,,,,,1.16,0.346493409015,,,,,1.16,0.439363637634,,,,
1.46,0.0949525207398,,,,,1.4,0.101615855529,,,,,1.52,0.101615855529,,,,,1.236235,,0,,,,1.18,0.200732960511,,,,,1.270247,,0,,,,1.18,0.254039638821,,,,,1.18,0.37314674817,,,,,1.18,0.359820078593,,,,,1.18,0.346493409015,,,,,1.18,0.320256528285,,,,,1.18,0.068715640009,,,,,1.18,0.432700302845,,,,,1.18,0.379810082959,,,,,1.18,0.412710298478,,,,
1.48,0.0949525207398,,,,,1.42,0.0949525207398,,,,,1.52782,,0,,,,1.24,0.181159414569,,,,,1.2,0.234049634455,,,,,1.28,0.181159414569,,,,,1.2,0.286939854341,,,,,1.2,0.366483413382,,,,,1.2,0.359820078593,,,,,1.2,0.478927187942,,,,,1.2,0.346493409015,,,,,1.2,0.147842740625,,,,,1.2,0.386473417748,,,,,1.2,0.353156743804,,,,,1.2,0.379810082959,,,,
1.497396,,1,0.06,0.140691428236,0.0844943128288,1.425114,,0,,,,1.54,0.108279190317,,,,,1.254612,,1,0.12,,,1.22,0.254039638821,,,,,1.288522,,1,0.11,0.290015391772,0.213022765467,1.22,0.320256528285,,,,,1.22,0.339830074226,,,,,1.22,0.194486084147,,,,,1.22,0.505580527097,,,,,1.22,0.300266523918,,,,,1.22,0.286939854341,,,,,1.22,0.346493409015,,,,,1.22,0.333166739438,,,,,1.22,0.538480742616,,,,
1.5,0.088289185951,,,,,1.44,0.0949525207398,,,,,1.56,0.0949525207398,,,,,1.26,0.181159414569,,,,,1.24,0.240712969244,,,,,1.3,0.194486084147,,,,,1.24,0.247376304033,,,,,1.24,0.333166739438,,,,,1.24,0.266949849974,,,,,1.24,0.339830074226,,,,,1.24,0.320256528285,,,,,1.24,0.538480742616,,,,,1.24,0.379810082959,,,,,1.24,0.37314674817,,,,,1.24,0.446026972422,,,,
1.52,0.088289185951,,,,,1.458631,,1,0.08,0.156478433879,0.0761154665267,1.562796,,1,0.05,0.151151118682,0.0855947750231,1.270581,,0,,,,1.26,0.240712969244,,,,,1.304666,,0,,,,1.26,0.254039638821,,,,,1.26,0.320256528285,,,,,1.26,0.247376304033,,,,,1.26,0.399383628901,,,,,1.26,0.320256528285,,,,,1.26,0.40604696369,,,,,1.26,0.260286515186,,,,,1.26,0.339830074226,,,,,1.26,0.320256528285,,,,
1.530643,,0,,,,1.46,0.101615855529,,,,,1.58,0.088289185951,,,,,1.28,0.187822749358,,,,,1.28,0.234049634455,,,,,1.32,0.174496079781,,,,,1.28,0.293603189129,,,,,1.28,0.293603189129,,,,,1.28,0.37314674817,,,,,1.28,0.929118744607,,,,,1.28,0.286939854341,,,,,1.28,0.273613184763,,,,,1.28,0.134516071048,,,,,1.28,0.346493409015,,,,,1.28,0.293603189129,,,,
1.54,0.0949525207398,,,,,1.48,0.088289185951,,,,,1.593988,,0,,,,1.3,0.181159414569,,,,,1.3,0.227386299666,,,,,1.322577,,1,0.12,,,1.3,0.240712969244,,,,,1.3,0.306929858707,,,,,1.3,0.293603189129,,,,,1.3,0.505580527097,,,,,1.3,0.293603189129,,,,,1.3,0.320256528285,,,,,1.3,0.0949525207398,,,,,1.3,0.339830074226,,,,,1.3,0.214059630089,,,,
1.56,0.101615855529,,,,,1.488655,,0,,,,1.6,0.0949525207398,,,,,1.32,0.174496079781,,,,,1.32,0.2073962953,,,,,1.338117,,0,,,,1.32,0.266949849974,,,,,1.32,0.286939854341,,,,,1.32,0.194486084147,,,,,1.32,0.194486084147,,,,,1.32,0.313593193496,,,,,1.32,0.439363637634,,,,,1.32,0.0949525207398,,,,,1.32,0.200732960511,,,,,1.32,0.141179405837,,,,
1.567018,,1,0.07,0.147266693261,0.104390379504,1.5,0.0949525207398,,,,,1.62,0.0949525207398,,,,,1.34,0.194486084147,,,,,1.34,0.200732960511,,,,,1.34,0.194486084147,,,,,1.34,0.280276519552,,,,,1.34,0.273613184763,,,,,1.34,0.260286515186,,,,,1.34,0.220722964877,,,,,1.34,0.266949849974,,,,,1.34,0.452273848787,,,,,1.34,0.214059630089,,,,,1.34,0.114942525106,,,,,1.34,0.141179405837,,,,
1.58,0.108279190317,,,,,1.52,0.0949525207398,,,,,1.62776,,1,0.06,0.156674360015,0.0844452881799,1.36,0.187822749358,,,,,1.36,0.187822749358,,,,,1.36,0.200732960511,,,,,1.36,0.266949849974,,,,,1.36,0.280276519552,,,,,1.36,0.254039638821,,,,,1.36,0.478927187942,,,,,1.36,0.280276519552,,,,,1.36,0.273613184763,,,,,1.36,0.260286515186,,,,,1.36,0.0749625163735,,,,,1.36,0.161169410203,,,,
1.598898,,0,,,,1.521574,,1,0.09,0.161833016825,0.0940252304633,1.64,0.088289185951,,,,,1.38,0.220722964877,,,,,1.38,0.181159414569,,,,,1.38,0.167832744992,,,,,1.38,0.266949849974,,,,,1.38,0.273613184763,,,,,1.38,0.200732960511,,,,,1.38,0.631350971234,,,,,1.38,0.280276519552,,,,,1.38,0.379810082959,,,,,1.38,0.200732960511,,,,,1.38,0.0553889704315,,,,,1.38,0.187822749358,,,,
1.6,0.088289185951,,,,,1.54,0.0949525207398,,,,,1.657682,,0,,,,1.4,0.234049634455,,,,,1.4,0.167832744992,,,,,1.4,0.181159414569,,,,,1.4,0.280276519552,,,,,1.4,0.273613184763,,,,,1.4,0.260286515186,,,,,1.4,0.426036968056,,,,,1.4,0.280276519552,,,,,1.4,0.379810082959,,,,,1.4,0.220722964877,,,,,1.4,0.042062300854,,,,,1.4,0.254039638821,,,,
1.62,0.101615855529,,,,,1.550548,,0,,,,1.66,0.108279190317,,,,,1.42,0.240712969244,,,,,1.42,0.174496079781,,,,,1.42,0.187822749358,,,,,1.42,0.266949849974,,,,,1.42,0.273613184763,,,,,1.42,0.273613184763,,,,,1.42,0.286939854341,,,,,1.42,0.286939854341,,,,,1.42,0.339830074226,,,,,1.42,0.326503404649,,,,,1.42,0.0553889704315,,,,,1.42,0.280276519552,,,,
1.633362,,1,0.08,0.153472481706,0.0826887367843,1.56,0.0949525207398,,,,,1.68,0.101615855529,,,,,1.44,0.240712969244,,,,,1.44,0.134516071048,,,,,1.44,0.181159414569,,,,,1.44,0.280276519552,,,,,1.44,0.266949849974,,,,,1.44,0.260286515186,,,,,1.44,0.339830074226,,,,,1.44,0.306929858707,,,,,1.44,0.339830074226,,,,,1.44,0.37314674817,,,,,1.44,0.0353989660653,,,,,1.44,0.273613184763,,,,
1.64,0.088289185951,,,,,1.58,0.0949525207398,,,,,1.690525,,1,0.07,0.161995881664,0.08512442899,1.46,0.234049634455,,,,,1.46,0.128269194684,,,,,1.46,0.187822749358,,,,,1.46,0.266949849974,,,,,1.46,0.266949849974,,,,,1.46,0.286939854341,,,,,1.46,0.333166739438,,,,,1.46,0.293603189129,,,,,1.46,0.386473417748,,,,,1.46,0.37314674817,,,,,1.46,0.042062300854,,,,,1.46,0.346493409015,,,,
1.66,0.101615855529,,,,,1.582295,,1,0.1,0.167159603726,0.081419406534,1.7,0.0949525207398,,,,,1.48,0.227386299666,,,,,1.48,0.128269194684,,,,,1.48,0.174496079781,,,,,1.48,0.280276519552,,,,,1.48,0.280276519552,,,,,1.48,0.280276519552,,,,,1.48,0.234049634455,,,,,1.48,0.266949849974,,,,,1.48,0.326503404649,,,,,1.48,0.452273848787,,,,,1.48,0.0487256356428,,,,,1.48,0.320256528285,,,,
1.663877,,0,,,,1.6,0.088289185951,,,,,1.719795,,0,,,,1.5,0.227386299666,,,,,1.5,0.167832744992,,,,,1.5,0.220722964877,,,,,1.5,0.306929858707,,,,,1.5,0.273613184763,,,,,1.5,0.273613184763,,,,,1.5,0.333166739438,,,,,1.5,0.266949849974,,,,,1.5,0.339830074226,,,,,1.5,0.531817407827,,,,,1.5,0.0353989660653,,,,,1.5,0.293603189129,,,,
1.68,0.0949525207398,,,,,1.610449,,0,,,,1.72,0.0949525207398,,,,,1.52,0.220722964877,,,,,1.52,0.194486084147,,,,,1.52,0.247376304033,,,,,1.52,0.300266523918,,,,,1.52,0.273613184763,,,,,1.52,0.286939854341,,,,,1.52,0.452273848787,,,,,1.52,0.240712969244,,,,,1.52,0.366483413382,,,,,1.52,0.51849073825,,,,,1.52,0.0353989660653,,,,,1.52,0.306929858707,,,,
1.697415,,1,0.09,0.158639062246,0.0786333102465,1.62,0.0949525207398,,,,,1.74,0.0949525207398,,,,,1.54,0.214059630089,,,,,1.54,0.194486084147,,,,,1.54,0.220722964877,,,,,1.54,0.300266523918,,,,,1.54,0.266949849974,,,,,1.54,0.280276519552,,,,,1.54,0.273613184763,,,,,1.54,0.266949849974,,,,,1.54,0.326503404649,,,,,1.54,0.505580527097,,,,,1.54,0.0487256356428,,,,,1.54,0.266949849974,,,,
1.7,0.088289185951,,,,,1.64,0.088289185951,,,,,1.751285,,1,0.08,0.166749383732,0.0713437101608,1.56,0.2073962953,,,,,1.56,0.167832744992,,,,,1.56,0.220722964877,,,,,1.56,0.326503404649,,,,,1.56,0.273613184763,,,,,1.56,0.286939854341,,,,,1.56,0.339830074226,,,,,1.56,0.306929858707,,,,,1.56,0.346493409015,,,,,1.56,0.525154073039,,,,,1.56,0.042062300854,,,,,1.56,0.227386299666,,,,
1.72,0.088289185951,,,,,1.641271,,1,0.11,0.172255129742,0.0913805804481,1.76,0.0949525207398,,,,,1.58,0.194486084147,,,,,1.58,0.167832744992,,,,,1.58,0.220722964877,,,,,1.58,0.326503404649,,,,,1.58,0.273613184763,,,,,1.58,0.293603189129,,,,,1.58,0.366483413382,,,,,1.58,0.300266523918,,,,,1.58,0.359820078593,,,,,1.58,0.399383628901,,,,,1.58,0.0487256356428,,,,,1.58,0.214059630089,,,,
1.727014,,0,,,,1.66,0.088289185951,,,,,1.779435,,0,,,,1.6,0.194486084147,,,,,1.6,0.167832744992,,,,,1.6,0.234049634455,,,,,1.6,0.320256528285,,,,,1.6,0.280276519552,,,,,1.6,0.293603189129,,,,,1.6,0.320256528285,,,,,1.6,0.286939854341,,,,,1.6,0.333166739438,,,,,1.6,0.339830074226,,,,,1.6,0.042062300854,,,,,1.6,0.227386299666,,,,
1.74,0.101615855529,,,,,1.668454,,0,,,,1.78,0.0949525207398,,,,,1.62,0.187822749358,,,,,1.62,0.187822749358,,,,,1.62,0.220722964877,,,,,1.62,0.326503404649,,,,,1.62,0.280276519552,,,,,1.62,0.293603189129,,,,,1.62,0.366483413382,,,,,1.62,0.266949849974,,,,,1.62,0.346493409015,,,,,1.62,0.326503404649,,,,,1.62,0.0553889704315,,,,,1.62,0.293603189129,,,,
1.759496,,1,0.1,0.164033099725,0.0951408711981,1.68,0.101615855529,,,,,1.8,0.0949525207398,,,,,1.64,0.194486084147,,,,,1.64,0.174496079781,,,,,1.64,0.200732960511,,,,,1.64,0.333166739438,,,,,1.64,0.286939854341,,,,,1.64,0.306929858707,,,,,1.64,0.379810082959,,,,,1.64,0.286939854341,,,,,1.64,0.353156743804,,,,,1.64,0.286939854341,,,,,1.64,0.0553889704315,,,,,1.64,0.240712969244,,,,
1.76,0.0949525207398,,,,,1.698457,,1,0.12,,,1.810505,,1,0.09,0.171802134141,0.0992996673895,1.66,0.181159414569,,,,,1.66,0.174496079781,,,,,1.66,0.200732960511,,,,,1.66,0.326503404649,,,,,1.66,0.280276519552,,,,,1.66,0.306929858707,,,,,1.66,0.313593193496,,,,,1.66,0.293603189129,,,,,1.66,0.339830074226,,,,,1.66,0.293603189129,,,,,1.66,0.0553889704315,,,,,1.66,0.339830074226,,,,
1.78,0.101615855529,,,,,1.7,0.108279190317,,,,,1.82,0.0816258511622,,,,,1.68,0.181159414569,,,,,1.68,0.167832744992,,,,,1.68,0.194486084147,,,,,1.68,0.320256528285,,,,,1.68,0.273613184763,,,,,1.68,0.313593193496,,,,,1.68,0.326503404649,,,,,1.68,0.266949849974,,,,,1.68,0.353156743804,,,,,1.68,0.320256528285,,,,,1.68,0.0487256356428,,,,,1.68,0.333166739438,,,,
1.788002,,0,,,,1.72,0.088289185951,,,,,1.837807,,0,,,,1.7,0.167832744992,,,,,1.7,0.167832744992,,,,,1.7,0.167832744992,,,,,1.7,0.320256528285,,,,,1.7,0.286939854341,,,,,1.7,0.306929858707,,,,,1.7,0.326503404649,,,,,1.7,0.141179405837,,,,,1.7,0.346493409015,,,,,1.7,0.313593193496,,,,,1.7,0.0620523052203,,,,,1.7,0.306929858707,,,,
1.8,0.0949525207398,,,,,1.724391,,0,,,,1.84,0.088289185951,,,,,1.72,0.187822749358,,,,,1.72,0.167832744992,,,,,1.72,0.141179405837,,,,,1.72,0.320256528285,,,,,1.72,0.266949849974,,,,,1.72,0.320256528285,,,,,1.72,0.333166739438,,,,,1.72,0.068715640009,,,,,1.72,0.339830074226,,,,,1.72,0.286939854341,,,,,1.72,0.0553889704315,,,,,1.72,0.320256528285,,,,
1.819418,,1,0.11,0.169327759381,0.0815775179271,1.74,0.088289185951,,,,,1.86,0.0949525207398,,,,,1.74,0.181159414569,,,,,1.74,0.167832744992,,,,,1.74,0.187822749358,,,,,1.74,0.320256528285,,,,,1.74,0.266949849974,,,,,1.74,0.326503404649,,,,,1.74,0.313593193496,,,,,1.74,0.088289185951,,,,,1.74,0.359820078593,,,,,1.74,0.293603189129,,,,,1.74,0.042062300854,,,,,1.74,0.339830074226,,,,
1.82,0.0949525207398,,,,,1.76,0.101615855529,,,,,1.867764,,1,0.1,0.176921502941,0.0795148001939,1.76,0.174496079781,,,,,1.76,0.161169410203,,,,,1.76,0.181159414569,,,,,1.76,0.293603189129,,,,,1.76,0.273613184763,,,,,1.76,0.333166739438,,,,,1.76,0.339830074226,,,,,1.76,0.0620523052203,,,,,1.76,0.346493409015,,,,,1.76,0.254039638821,,,,,1.76,0.042062300854,,,,,1.76,0.313593193496,,,,
1.84,0.0949525207398,,,,,1.78,0.108279190317,,,,,1.88,0.0949525207398,,,,,1.78,0.187822749358,,,,,1.78,0.167832744992,,,,,1.78,0.147842740625,,,,,1.78,0.313593193496,,,,,1.78,0.266949849974,,,,,1.78,0.333166739438,,,,,1.78,0.313593193496,,,,,1.78,0.0749625163735,,,,,1.78,0.346493409015,,,,,1.78,0.240712969244,,,,,1.78,0.042062300854,,,,,1.78,0.326503404649,,,,
1.847196,,0,,,,1.8,0.088289185951,,,,,1.894353,,0,,,,1.8,0.187822749358,,,,,1.8,0.161169410203,,,,,1.8,0.161169410203,,,,,1.8,0.320256528285,,,,,1.8,0.273613184763,,,,,1.8,0.326503404649,,,,,1.8,0.320256528285,,,,,1.8,0.128269194684,,,,,1.8,0.346493409015,,,,,1.8,0.234049634455,,,,,1.8,0.042062300854,,,,,1.8,0.339830074226,,,,
1.86,0.0949525207398,,,,,1.82,0.0949525207398,,,,,1.9,0.088289185951,,,,,1.82,0.174496079781,,,,,1.82,0.167832744992,,,,,1.82,0.154506075414,,,,,1.82,0.306929858707,,,,,1.82,0.273613184763,,,,,1.82,0.320256528285,,,,,1.82,0.313593193496,,,,,1.82,0.2073962953,,,,,1.82,0.346493409015,,,,,1.82,0.194486084147,,,,,1.82,0.042062300854,,,,,1.82,0.326503404649,,,,
1.877658,,1,0.12,,,1.84,0.0949525207398,,,,,1.92,0.108279190317,,,,,1.84,0.187822749358,,,,,1.84,0.181159414569,,,,,1.84,0.161169410203,,,,,1.84,0.313593193496,,,,,1.84,0.273613184763,,,,,1.84,0.320256528285,,,,,1.84,0.300266523918,,,,,1.84,0.266949849974,,,,,1.84,0.346493409015,,,,,1.84,0.181159414569,,,,,1.84,0.042062300854,,,,,1.84,0.339830074226,,,,
1.88,0.0949525207398,,,,,1.86,0.0949525207398,,,,,1.923586,,1,0.11,,,1.86,0.187822749358,,,,,1.86,0.187822749358,,,,,1.86,0.154506075414,,,,,1.86,0.320256528285,,,,,1.86,0.286939854341,,,,,1.86,0.326503404649,,,,,1.86,0.320256528285,,,,,1.86,0.266949849974,,,,,1.86,0.353156743804,,,,,1.86,0.167832744992,,,,,1.86,0.042062300854,,,,,1.86,0.326503404649,,,,
1.9,0.0949525207398,,,,,1.88,0.101615855529,,,,,1.94,0.088289185951,,,,,1.88,0.181159414569,,,,,1.88,0.187822749358,,,,,1.88,0.167832744992,,,,,1.88,0.293603189129,,,,,1.88,0.273613184763,,,,,1.88,0.313593193496,,,,,1.88,0.326503404649,,,,,1.88,0.254039638821,,,,,1.88,0.339830074226,,,,,1.88,0.220722964877,,,,,1.88,0.0487256356428,,,,,1.88,0.326503404649,,,,
1.904077,,0,,,,1.9,0.0949525207398,,,,,1.949509,,0,,,,1.9,0.194486084147,,,,,1.9,0.194486084147,,,,,1.9,0.194486084147,,,,,1.9,0.280276519552,,,,,1.9,0.273613184763,,,,,1.9,0.306929858707,,,,,1.9,0.326503404649,,,,,1.9,0.167832744992,,,,,1.9,0.346493409015,,,,,1.9,0.2073962953,,,,,1.9,0.0487256356428,,,,,1.9,0.333166739438,,,,
1.92,0.088289185951,,,,,1.92,0.0816258511622,,,,,1.96,0.088289185951,,,,,1.92,0.187822749358,,,,,1.92,0.200732960511,,,,,1.92,0.167832744992,,,,,1.92,0.273613184763,,,,,1.92,0.286939854341,,,,,1.92,0.326503404649,,,,,1.92,0.326503404649,,,,,1.92,0.134516071048,,,,,1.92,0.353156743804,,,,,1.92,0.214059630089,,,,,1.92,0.042062300854,,,,,1.92,0.333166739438,,,,
1.94,0.0949525207398,,,,,1.94,0.088289185951,,,,,1.98,0.0949525207398,,,,,1.94,0.187822749358,,,,,1.94,0.214059630089,,,,,1.94,0.161169410203,,,,,1.94,0.266949849974,,,,,1.94,0.280276519552,,,,,1.94,0.326503404649,,,,,1.94,0.326503404649,,,,,1.94,0.0949525207398,,,,,1.94,0.339830074226,,,,,1.94,0.167832744992,,,,,1.94,0.042062300854,,,,,1.94,0.326503404649,,,,
1.96,0.101615855529,,,,,1.96,0.088289185951,,,,,2,0.088289185951,,,,,1.96,0.194486084147,,,,,1.96,0.214059630089,,,,,1.96,0.167832744992,,,,,1.96,0.254039638821,,,,,1.96,0.286939854341,,,,,1.96,0.326503404649,,,,,1.96,0.320256528285,,,,,1.96,0.0816258511622,,,,,1.96,0.346493409015,,,,,1.96,0.147842740625,,,,,1.96,0.0553889704315,,,,,1.96,0.326503404649,,,,
1.98,0.0949525207398,,,,,1.98,0.0949525207398,,,,,,,,,,,1.98,0.194486084147,,,,,1.98,0.220722964877,,,,,1.98,0.161169410203,,,,,1.98,0.266949849974,,,,,1.98,0.266949849974,,,,,1.98,0.326503404649,,,,,1.98,0.320256528285,,,,,1.98,0.0749625163735,,,,,1.98,0.346493409015,,,,,1.98,0.286939854341,,,,,1.98,0.0487256356428,,,,,1.98,0.333166739438,,,,
2,0.0949525207398,,,,,2,0.0949525207398,,,,,,,,,,,2,0.181159414569,,,,,2,0.214059630089,,,,,2,0.161169410203,,,,,2,0.266949849974,,,,,2,0.266949849974,,,,,2,0.320256528285,,,,,2,0.313593193496,,,,,2,0.0816258511622,,,,,2,0.339830074226,,,,,2,0.300266523918,,,,,2,0.0487256356428,,,,,2,0.326503404649,,,,
